StudentID,Age,Gender,ParentalEducation,StudyTimeWeekly,StudyTimeWeeklyCategory,Absences,AbsencesCategory,Tutoring,ParentalSupport,ExtracurricularCategory,Extracurricular,Sports,Music,Volunteering,Year Level,Previous Grades,GPA,GradeClassCategory,GradeCategory,GradeClass,Subject
1598,17,1,2,6.488764573,1,21,2,1,1,1,1,0,0,1,2,1.249242817,1.14669608,4,3,4,2
1599,18,1,1,6.684306745,0,4,0,0,0,1,0,0,0,0,2,2.00897597,2.405267526,3,1,3,2
1600,16,1,0,0.5148481949,1,15,2,1,2,0,0,0,1,0,4,1.59303714,1.525282049,4,2,4,2
1601,15,1,2,6.820957457,2,7,1,0,1,1,1,1,0,0,1,2.573401079,2.446157081,3,1,3,1
1602,18,1,2,16.06609147,2,18,2,1,1,1,1,0,1,0,4,1.602719558,1.952953012,4,2,4,1
1603,18,1,2,17.94596991,1,15,2,0,3,1,1,0,0,0,2,2.361216869,2.293087191,3,1,3,2
1604,16,0,4,10.36436631,1,12,2,0,0,0,0,0,1,0,1,1.190779515,1.471672029,4,2,4,3
1605,17,0,2,9.110033904,0,25,2,1,3,1,0,0,0,1,1,1.182853222,1.106713498,4,3,4,1
1606,17,0,3,0.616492374,2,19,2,0,2,1,0,1,0,1,3,1.158460267,1.205856976,4,3,4,2
1607,17,1,1,17.58408675,0,6,1,0,2,1,0,0,0,0,3,3.070816475,2.559070355,2,1,2,2
1608,18,1,2,0.2602042685,2,15,2,0,3,0,1,1,1,0,4,2.012274521,2.457651022,3,1,3,3
1609,18,1,3,18.8950016,1,22,2,1,2,1,0,0,0,0,1,1.46425949,1.226741286,4,3,4,2
1610,18,1,2,9.784324974,1,15,2,0,1,0,0,0,0,1,3,1.47971609,1.590433098,4,2,4,1
1611,15,1,2,6.838689871,2,28,2,0,1,1,1,0,0,0,2,0.2591689925,0.3106695326,4,4,4,2
1612,16,1,1,18.4843687,0,11,1,1,3,0,1,0,0,0,1,2.538047477,2.771810659,2,1,2,3
1613,18,0,0,0.4878198622,1,13,2,0,1,0,1,0,0,0,3,1.552049479,1.582682992,4,2,4,2
1614,16,0,2,11.6284979,1,23,2,1,0,0,1,0,0,1,2,0.8997292206,1.105587098,4,3,4,1
1615,16,1,1,10.97865049,0,17,2,0,4,1,0,0,0,0,1,2.252632699,2.300296135,3,1,3,2
1616,17,0,3,4.386408024,1,26,2,1,4,0,1,1,0,0,1,0.9076074695,0.991883698,4,3,4,3
1617,15,1,1,8.577748627,1,27,2,0,2,1,0,1,1,1,3,0.1405379572,0.1651106216,4,4,4,1
1618,18,0,4,13.04528012,2,17,2,0,0,1,0,0,0,0,2,0.9938945716,0.9893299206,4,3,4,1
1619,17,1,4,14.54262394,0,15,2,0,3,0,1,0,1,0,2,2.217726829,2.230253521,3,1,3,3
1620,17,1,1,0.01433717413,2,19,2,0,3,1,1,0,0,0,2,1.18958109,1.383528078,4,3,4,2
1621,18,0,1,18.7370686,0,15,2,0,1,0,1,1,0,0,3,1.80491308,2.131405263,3,2,3,2
1622,16,0,3,3.290507448,0,12,2,0,1,1,1,0,1,0,1,2.124529743,1.868276923,4,2,4,2
1623,17,1,4,4.671608684,0,25,2,0,3,1,1,0,1,0,2,1.139822309,1.247481944,4,3,4,3
1624,16,1,2,5.269468914,0,28,2,0,4,1,0,0,0,0,3,0.3154774586,0.2999075476,4,4,4,2
1625,15,0,1,0.756402731,0,8,1,0,3,0,1,0,0,1,2,2.993323978,2.705195695,2,1,2,2
1626,16,0,2,2.461042472,2,25,2,0,1,1,1,1,1,0,2,0.8798172078,0.8979380921,4,3,4,1
1627,15,1,2,19.72699846,0,27,2,0,2,1,1,1,0,0,3,1.324594401,1.391731791,4,3,4,2
1628,16,0,1,6.304334748,0,8,1,0,3,1,0,0,0,0,4,2.154776882,2.150546166,3,2,3,1
1629,17,1,2,2.306021807,0,12,2,0,1,0,0,0,0,0,1,1.229659779,1.448741242,4,2,4,2
1630,17,1,0,2.139825223,2,28,2,0,1,0,1,0,1,0,2,0,0,4,4,4,2
1631,15,1,0,14.38919935,2,3,0,1,1,1,0,0,0,0,2,2.731864823,3.091715028,1,0,1,1
1632,18,1,1,17.09137328,0,8,1,0,2,0,0,0,0,0,2,2.969556721,2.576927695,2,1,2,3
1633,15,0,1,5.13904599,0,14,2,0,2,0,0,0,0,0,3,1.749084365,1.955872527,4,2,4,3
1634,15,0,1,0.4181902467,0,13,2,0,3,0,0,1,0,0,3,1.745326631,1.878708344,4,2,4,3
1635,16,0,2,4.461800369,0,18,2,1,3,1,1,1,0,0,3,1.697248178,1.630400132,4,2,4,1
1636,16,0,1,1.130313816,0,11,1,0,4,1,0,0,1,0,1,2.500206642,2.37274811,3,1,3,1
1637,15,0,1,2.067898733,1,20,2,1,3,1,1,0,0,0,1,1.31712833,1.279370611,4,3,4,3
1638,17,0,1,8.630162397,0,25,2,0,1,0,0,0,0,1,2,0.1685457532,0.1550047884,4,4,4,2
1639,16,0,4,4.598367417,1,24,2,1,2,1,0,1,1,1,1,1.391336214,1.278347034,4,3,4,2
1640,18,1,2,10.31891757,0,5,0,0,2,1,0,1,0,0,2,2.690159005,2.655993566,2,1,2,3
1641,16,0,2,5.069875065,2,2,0,0,0,1,1,0,1,0,2,2.659178474,2.682316053,2,1,2,2
1642,16,0,2,18.81074602,2,25,2,0,4,1,0,1,0,0,4,1.43751304,1.644819939,4,2,4,2
1643,18,1,4,18.11887936,1,24,2,1,0,1,1,1,0,0,2,1.364296603,1.396278438,4,3,4,1
1644,15,0,1,11.3361221,1,21,2,1,2,1,1,0,0,0,3,1.739606072,1.609486799,4,2,4,2
1645,18,0,2,7.08847984,1,19,2,0,2,0,1,0,1,0,2,1.119497873,1.187367525,4,3,4,1
1646,15,1,2,7.622937641,1,15,2,0,2,1,1,0,1,0,3,2.283914506,2.019797023,3,2,3,3
1647,15,0,2,8.237045663,2,29,2,0,3,1,0,0,0,1,4,0.2231296882,0.2416256282,4,4,4,1
1648,15,0,0,14.55158644,1,19,2,0,2,1,0,0,0,0,1,1.013487275,1.247725194,4,3,4,3
1649,18,0,2,9.03277991,2,23,2,0,1,0,0,0,1,0,2,0.6941171722,0.8526823634,4,3,4,1
1650,15,1,0,17.13459893,2,22,2,0,1,1,0,0,0,0,2,0.9294177867,0.9657009889,4,3,4,2
1651,17,0,2,18.88189572,1,16,2,1,4,0,1,1,0,0,3,2.705716894,2.423800752,3,1,3,3
1652,18,0,2,6.718923068,1,15,2,0,1,1,1,0,0,0,2,1.920963551,1.741968167,4,2,4,1
1653,17,1,1,11.21388963,0,5,0,0,1,0,0,0,1,0,1,2.842022858,2.845925776,2,1,2,3
1654,15,0,3,1.901130737,0,7,1,0,2,1,0,0,0,0,2,1.780201204,2.039564398,3,2,3,1
1655,16,1,0,4.009380955,1,18,2,1,1,0,1,0,0,0,2,1.745212018,1.54206374,4,2,4,3
1656,15,1,3,8.269315334,0,29,2,1,2,0,0,0,1,0,3,0.8763141947,0.7307796024,4,4,4,1
1657,17,0,2,4.124054318,2,24,2,0,3,1,1,0,0,0,2,0.4120331875,0.4999877784,4,4,4,2
1658,17,1,1,17.53120982,0,25,2,1,3,0,0,0,0,0,1,1.093827602,1.122889381,4,3,4,2
1659,18,1,1,3.165725121,1,1,0,1,3,0,0,1,0,0,2,2.714921402,2.959492728,2,1,2,2
1660,16,0,4,9.113216431,1,13,2,0,1,1,1,1,1,0,4,2.018440186,2.30020524,3,1,3,1
1661,18,1,0,12.11398481,2,21,2,0,2,1,0,1,0,0,1,1.563072489,1.352720764,4,3,4,2
1662,17,1,1,13.83727816,1,11,1,1,0,1,1,0,0,0,3,2.039516376,2.134062038,3,2,3,1
1663,15,0,1,7.661387395,2,16,2,0,0,0,1,0,0,1,2,1.177839769,1.29979432,4,3,4,2
1664,16,0,2,17.38198137,1,27,2,0,2,1,1,0,0,0,4,0.7454131431,0.7478339441,4,4,4,3
1665,15,0,2,11.36638302,1,26,2,0,1,0,1,1,1,0,2,0.5574141663,0.5329232038,4,4,4,3
1666,15,1,1,8.790155609,0,14,2,0,3,1,0,0,0,0,2,2.11485038,2.07376979,3,2,3,1
1667,16,0,1,1.344812681,1,17,2,1,3,0,1,1,0,0,3,2.248924512,1.991379364,4,2,4,2
1668,18,1,1,9.293789369,2,15,2,0,3,1,1,0,0,1,2,2.206736842,1.8999596,4,2,4,3
1669,15,1,1,16.41471682,1,12,2,0,3,1,1,1,0,0,1,2.909316708,2.614883942,2,1,2,1
1670,17,1,2,12.29082036,2,20,2,1,0,1,1,1,1,0,1,1.487677805,1.810270744,4,2,4,1
1671,15,1,2,16.64324907,1,16,2,0,2,1,1,0,0,0,2,1.454944657,1.581931481,4,2,4,1
1672,16,1,1,9.880233412,0,7,1,0,1,0,0,1,0,0,3,2.418213593,2.271332803,3,1,3,3
1673,16,1,1,2.369234102,0,0,0,1,2,1,1,0,0,0,1,3.686842755,3.363670491,1,0,1,2
1674,16,1,1,0.2727969167,0,28,2,0,1,0,1,1,0,0,4,0.4800660944,0.4812984805,4,4,4,2
1675,18,0,4,6.064390934,2,24,2,0,0,1,1,1,0,0,1,0.2265123371,0.1999273795,4,4,4,3
1676,15,0,4,13.95980943,2,25,2,0,2,1,0,1,1,1,3,1.309441972,1.268008751,4,3,4,3
1677,18,1,3,15.80519808,0,26,2,0,3,1,1,0,0,0,4,0.9283828609,0.882552454,4,3,4,2
1678,18,1,1,5.915056692,1,2,0,1,3,0,0,0,0,0,3,3.483055765,3.120136639,1,0,1,2
1679,16,0,0,9.913078418,1,15,2,0,2,0,0,1,0,1,4,1.731208561,1.804154692,4,2,4,3
1680,16,1,1,8.422378089,1,27,2,0,2,1,1,1,1,0,4,0.6517633231,0.6817036435,4,4,4,1
1681,18,0,1,8.210455687,0,1,0,0,2,1,1,0,0,1,1,2.394326068,2.898261817,2,1,2,2
1682,15,0,2,4.626974264,0,14,2,0,3,1,0,0,0,1,3,1.504239837,1.730318003,4,2,4,3
1683,17,0,2,2.727422101,0,0,0,1,0,1,1,0,1,0,1,3.425117413,3.560791672,0,0,0,2
1684,18,1,3,3.933771165,0,8,1,1,3,1,0,1,0,0,1,2.950972768,2.528774574,2,1,2,3
1685,15,1,3,1.106647743,0,15,2,1,2,1,0,1,0,0,4,1.405952662,1.592387858,4,2,4,3
1686,16,0,1,3.962614836,0,3,0,0,1,1,0,0,1,1,1,2.801989924,2.374130972,3,1,3,3
1687,16,0,2,0.1840179525,1,11,1,1,0,1,1,0,0,0,3,1.70527837,1.81040948,4,2,4,3
1688,15,0,1,12.54516801,0,0,0,0,1,0,0,0,0,0,2,3.14116098,2.829826431,2,1,2,3
1689,17,0,0,6.327508148,2,0,0,1,2,0,0,0,0,1,1,3.601435281,3.047602089,1,0,1,2
1690,16,0,2,19.46289423,0,6,1,1,3,1,1,1,0,0,2,4.077939544,3.62592173,0,0,0,3
1691,16,1,0,3.874341016,1,17,2,0,2,1,0,0,0,1,1,0.7698895567,0.9273215453,4,3,4,1
1692,16,0,2,6.916571406,1,22,2,0,2,1,1,0,0,0,2,1.40634842,1.331958949,4,3,4,3
1693,15,1,1,7.156823173,0,27,2,0,4,0,1,1,0,1,2,0.6553591354,0.7795517215,4,4,4,2
1694,18,0,2,0.1690299212,2,22,2,0,1,1,1,0,0,0,3,0.923702892,0.8813584466,4,3,4,1
1695,16,1,2,16.78415906,0,14,2,1,1,0,0,0,0,0,4,2.360264196,2.398121086,3,1,3,2
1696,18,1,1,0.6398892029,2,25,2,0,2,0,0,1,0,0,3,0.7719382048,0.7588142688,4,4,4,1
1697,17,1,3,18.80359669,2,29,2,0,3,1,1,0,0,0,2,1.006431853,1.028865596,4,3,4,3
1698,16,1,1,17.84148702,1,24,2,0,3,0,0,1,0,0,3,1.28703545,1.444476695,4,2,4,2
1699,16,1,2,10.71043832,1,12,2,1,2,1,0,0,0,0,2,2.420649215,2.214067459,3,1,3,3
1700,17,1,2,10.8719115,1,15,2,0,4,0,0,1,1,0,3,2.651149471,2.511918088,2,1,2,3
1701,16,0,2,13.07555846,1,6,1,0,3,1,0,0,0,0,2,3.20020103,2.690149803,2,1,2,3
1702,18,1,4,7.741000239,1,15,2,0,0,0,1,0,0,0,2,1.708746509,1.605274386,4,2,4,1
1703,15,0,1,12.94444567,0,12,2,0,3,0,1,0,1,1,3,3.010446808,2.709889487,2,1,2,2
1704,18,1,2,0.8953677738,0,13,2,0,0,1,0,1,0,0,4,1.680541042,1.528563501,4,2,4,2
1705,15,1,2,1.080952547,1,16,2,1,3,1,0,1,0,0,4,1.769368236,1.778569202,4,2,4,3
1706,15,0,3,9.144608392,1,11,1,0,1,1,1,0,0,0,2,1.823610622,2.121964059,3,2,3,1
1707,18,1,1,10.99244602,2,28,2,0,3,0,0,0,0,0,2,0.3523082908,0.4059048314,4,4,4,1
1708,18,0,2,17.75635281,0,23,2,0,2,0,1,0,0,0,2,1.185824067,1.123926328,4,3,4,3
1709,18,0,2,2.093212678,2,23,2,0,3,0,0,0,0,0,1,0.7691275679,0.870330411,4,3,4,1
1710,18,0,1,16.45295854,0,19,2,0,2,0,1,1,0,0,3,2.066401668,1.822829208,4,2,4,3
1711,17,0,2,4.200946746,1,12,2,0,3,1,1,0,0,0,2,1.940902836,2.231182932,3,1,3,2
1712,16,1,1,7.88167297,0,23,2,0,1,0,0,1,1,0,4,0.9084810337,0.9669677175,4,3,4,3
1713,15,1,2,6.332048697,1,19,2,0,4,1,0,1,0,0,3,1.50465984,1.691858946,4,2,4,1
1714,18,0,3,8.003105457,0,14,2,0,3,1,0,0,0,0,1,2.249047239,2.069758206,3,2,3,1
1715,18,1,2,3.009909961,1,23,2,1,1,0,1,1,0,0,2,0.8875274491,1.057876127,4,3,4,2
1716,18,1,2,10.07140149,2,20,2,0,4,1,0,0,0,0,3,1.130136886,1.321427207,4,3,4,2
1717,17,0,2,16.0328518,1,3,0,1,2,0,1,0,0,1,2,3.994013781,3.516940721,0,0,0,3
1718,18,1,0,8.830680208,1,21,2,1,3,1,0,1,0,1,1,0.9605053076,1.049157002,4,3,4,3
1719,18,0,1,9.812271518,2,1,0,0,3,1,1,0,0,0,1,2.91327795,3.486141329,1,0,1,1
1720,18,0,2,16.97535171,2,27,2,1,0,0,1,0,0,1,1,0.5892974158,0.5868374055,4,4,4,2
1721,16,1,1,14.12116229,1,17,2,0,4,1,0,1,0,0,2,2.203352609,2.358815897,3,1,3,2
1722,17,1,1,9.80908817,0,1,0,0,2,1,0,0,0,0,3,3.275081428,3.152222286,1,0,1,3
1723,18,1,2,5.153912964,2,24,2,0,1,0,0,0,0,0,3,0.6338243024,0.5878350833,4,4,4,2
1724,15,0,1,17.69853494,1,14,2,0,3,0,1,1,0,1,3,2.784478847,2.668893329,2,1,2,2
1725,15,0,1,11.54040803,0,29,2,0,3,1,0,0,0,0,2,0.3486215623,0.3043720343,4,4,4,2
1726,15,1,2,4.422952202,0,25,2,0,0,0,0,1,0,0,2,0.3320597779,0.2806703079,4,4,4,2
1727,17,1,1,5.382395053,2,18,2,0,1,1,1,0,0,0,4,0.7649097101,0.8730911974,4,3,4,2
1728,17,1,3,16.06266178,0,14,2,0,3,0,0,0,0,0,4,2.553674143,2.330783483,3,1,3,3
1729,15,1,3,0.8829112417,2,25,2,0,0,0,1,1,1,0,3,0.3428821367,0.3188509085,4,4,4,2
1730,18,0,2,19.84184374,0,19,2,0,4,1,0,0,0,0,1,1.687463145,1.792289321,4,2,4,1
1731,17,1,1,2.607033594,2,9,1,0,3,0,0,1,0,0,3,2.066806244,2.573219137,2,1,2,2
1732,15,0,2,15.92137051,1,27,2,0,2,1,0,1,0,0,4,0.9289322524,1.084490126,4,3,4,1
1733,15,0,3,7.895506335,1,23,2,0,2,1,1,1,0,1,2,1.022218437,1.08669668,4,3,4,3
1734,18,1,2,9.844323666,2,19,2,0,2,1,0,0,1,1,4,1.059057827,1.004112663,4,3,4,1
1735,16,1,1,17.61301155,1,10,1,1,2,1,1,0,0,0,4,2.709278176,2.824604893,2,1,2,3
1736,17,1,2,8.258223792,1,25,2,1,3,0,0,1,1,1,4,1.190749126,1.364373782,4,3,4,1
1737,18,0,3,10.74987507,0,9,1,0,4,1,0,0,0,1,1,2.914303911,2.607286401,2,1,2,3
1738,15,1,2,0.9859932482,0,28,2,1,2,1,1,0,1,0,3,0.6803805097,0.5684680838,4,4,4,3
1739,15,1,2,0.04694947735,0,22,2,0,2,1,0,0,0,1,2,0.6318426736,0.5737961933,4,4,4,3
1740,18,0,2,4.89599746,2,4,0,0,1,1,0,0,0,0,2,1.854686279,2.258071035,3,1,3,3
1741,17,1,2,13.61166186,0,8,1,1,3,0,0,0,0,0,2,3.352825933,2.840092975,2,1,2,2
1742,16,0,0,2.425297867,0,19,2,0,3,0,1,1,0,0,2,1.877291751,1.683117263,4,2,4,3
1743,16,1,2,2.275239176,1,18,2,1,3,1,1,0,0,0,1,2.024649273,1.72090715,4,2,4,1
1744,15,0,0,8.219212161,1,12,2,0,0,0,0,0,0,0,3,1.661760068,1.537783909,4,2,4,3
1745,17,1,2,12.95674077,2,17,2,0,3,0,0,1,0,0,1,2.341439124,2.063463508,3,2,3,1
1746,16,1,1,14.24143984,0,16,2,0,2,1,1,0,0,0,4,2.137164588,1.87854751,4,2,4,2
1747,17,0,2,3.569013482,0,26,2,0,3,0,1,1,0,1,1,0.8166328899,0.863270859,4,3,4,3
1748,17,0,1,1.591762947,2,5,0,0,3,1,0,0,0,0,4,2.155328929,2.513286133,2,1,2,2
1749,15,1,2,18.80794068,0,9,1,0,3,0,1,1,0,1,1,2.975772948,2.77216327,2,1,2,3
1750,16,0,2,5.213327651,2,1,0,1,2,1,0,0,0,0,1,2.718567067,2.888385936,2,1,2,2
1751,18,0,1,17.06692995,2,23,2,0,3,0,0,1,0,0,3,1.283512181,1.337161049,4,3,4,1
1752,15,0,1,17.26982901,2,5,0,0,0,1,0,0,0,0,2,2.435134916,2.370611615,3,1,3,2
1753,16,0,1,15.45045184,0,27,2,0,3,0,0,0,1,0,4,0.7751651644,0.8544646478,4,3,4,3
1754,16,1,3,3.376672133,2,27,2,1,0,1,0,0,0,0,2,0.282846101,0.322641827,4,4,4,1
1755,16,1,2,16.43602919,2,20,2,0,2,0,1,1,0,0,3,1.712631047,1.834226997,4,2,4,1
1756,16,0,2,15.38501118,1,12,2,0,1,1,0,0,0,0,3,2.064388183,1.990060452,4,2,4,3
1757,16,0,1,11.9344598,1,17,2,1,3,0,0,1,0,0,3,1.919028519,2.226983394,3,1,3,2
1758,17,0,2,6.744040703,0,6,1,0,2,1,0,0,0,1,3,2.194483402,2.608386898,2,1,2,3
1759,15,0,3,5.250172085,0,1,0,0,3,1,1,0,0,0,2,3.977440355,3.406339082,1,0,1,1
1760,17,1,3,2.437784242,1,28,2,1,3,0,1,0,0,0,3,0.9940047195,0.8670343739,4,3,4,2
1761,18,1,2,10.19514134,1,13,2,1,3,0,0,1,0,0,1,1.931581987,2.166091325,3,2,3,3
1762,16,0,0,11.70521751,1,4,0,0,1,1,0,1,0,0,4,2.225522711,2.422928333,3,1,3,2
1763,15,0,1,7.18677981,1,17,2,0,3,1,0,1,0,0,4,1.304029144,1.509557878,4,2,4,3
1764,16,0,0,9.507181354,1,10,1,1,2,1,0,1,0,0,1,2.657048818,2.443857264,3,1,3,2
1765,15,1,1,7.270289147,1,9,1,0,0,1,0,0,0,0,3,2.051312141,2.003828379,3,2,3,1
1766,17,0,1,12.82012115,2,10,1,1,1,0,0,1,0,0,1,2.294406957,2.465306489,3,1,3,1
1767,15,1,1,18.02518416,0,26,2,0,1,1,1,0,1,0,2,0.6905643806,0.8447920019,4,3,4,2
1768,18,0,1,3.278405241,1,1,0,0,0,1,0,1,0,0,3,3.24072757,2.731058898,2,1,2,1
1769,18,1,3,7.628176198,0,14,2,0,2,1,0,0,0,0,1,1.596542145,1.736011489,4,2,4,1
1770,15,0,2,2.817372079,1,6,1,1,0,0,0,1,0,0,2,2.842384426,2.589670731,2,1,2,1
1771,15,1,3,12.49887541,2,8,1,1,2,1,1,0,0,0,4,2.722084727,2.742361123,2,1,2,3
1772,15,0,2,14.57741019,2,4,0,0,1,0,0,0,0,0,4,2.053586789,2.49591944,3,1,3,2
1773,15,0,1,18.63825465,0,6,1,1,1,0,0,0,1,0,1,2.412172356,2.853437194,2,1,2,2
1774,18,0,2,5.577438525,2,19,2,0,4,1,1,0,0,0,4,1.827654124,1.591347992,4,2,4,1
1775,16,1,1,19.00422412,0,1,0,0,2,0,0,0,1,0,3,3.664185067,3.209673328,1,0,1,2
1776,15,0,2,1.265253436,1,2,0,1,1,1,0,1,0,0,1,3.326088894,3.127617865,1,0,1,2
1777,15,1,1,12.06027727,0,1,0,1,2,1,0,1,1,1,4,3.207752703,3.453275897,1,0,1,1
1778,18,1,4,1.142654387,2,20,2,1,1,1,1,0,0,0,4,0.7448406948,0.822773567,4,3,4,3
1779,18,0,1,17.87548376,1,21,2,1,0,0,0,0,0,0,3,1.077170107,1.217335228,4,3,4,3
1780,17,0,1,10.59618114,2,22,2,0,0,0,1,0,0,0,4,0.7662000418,0.7626843112,4,4,4,3
1781,15,0,3,13.38696702,2,18,2,0,4,0,0,1,1,0,3,2.387826294,2.145848671,3,2,3,3
1782,17,1,0,16.63147852,0,3,0,1,3,1,0,0,0,0,1,3.747608567,3.299131002,1,0,1,1
1783,18,0,2,3.00621245,0,23,2,0,3,0,1,0,1,0,2,1.103312453,1.170812285,4,3,4,3
1784,18,1,2,0.7718312388,2,19,2,0,4,1,0,0,0,1,4,1.590621222,1.424595653,4,2,4,2
1785,16,1,3,17.57762292,0,6,1,0,4,1,0,0,0,0,4,2.699576896,2.902659367,2,1,2,2
1786,15,0,4,6.298664549,0,27,2,0,3,0,0,0,1,0,3,0.671873525,0.6914774187,4,4,4,2
1787,17,0,4,2.579578159,1,21,2,1,3,1,1,0,1,1,2,2.058838907,1.8865425,4,2,4,2
1788,18,0,0,9.369224742,1,6,1,0,2,1,0,0,0,1,1,2.648837165,2.635341351,2,1,2,1
1789,18,0,3,11.96612151,0,16,2,1,1,1,0,0,0,0,1,1.465925357,1.500339419,4,2,4,2
1790,17,0,2,0.6194120685,0,18,2,0,2,0,0,0,1,0,3,1.219909081,1.235553816,4,3,4,3
1791,16,0,2,5.497913165,0,21,2,0,2,1,0,0,0,0,3,0.5578303502,0.6046134055,4,4,4,2
1792,18,1,1,0.6559974855,1,15,2,0,4,0,0,0,0,0,1,1.399851225,1.388138976,4,3,4,2
1793,15,1,2,8.406707784,2,2,0,0,2,0,0,0,1,0,4,3.657307037,3.300552206,1,0,1,2
1794,18,1,4,17.90200058,2,14,2,0,3,1,0,0,0,1,3,2.52596998,2.168641593,3,2,3,3
1795,15,0,3,19.65304823,1,13,2,0,2,1,1,1,0,0,3,2.73443636,2.79726748,2,1,2,2
1796,17,1,2,12.74095107,0,14,2,0,1,1,0,0,0,0,3,1.674103615,1.717458615,4,2,4,2
1797,15,1,0,3.232753876,2,13,2,0,2,0,0,1,0,0,4,1.930079194,1.687900492,4,2,4,1
1798,17,1,1,18.1169878,1,6,1,0,2,1,1,0,0,0,2,3.509797578,2.952145863,2,1,2,2
1799,15,1,3,10.32495646,0,24,2,0,2,0,1,0,0,0,3,1.126894306,0.9633750093,4,3,4,2
1800,17,1,2,3.074986242,2,2,0,0,2,0,1,0,0,0,4,3.353148347,3.334971828,1,0,1,3
1801,15,0,2,18.43453339,2,29,2,0,1,0,0,0,0,0,3,0.4709975743,0.4436406552,4,4,4,2
1802,16,0,0,15.14938101,2,16,2,1,2,0,1,0,0,0,4,1.705971969,1.955791739,4,2,4,1
1803,15,1,2,14.63410545,2,9,1,0,3,0,1,1,0,0,1,2.653985057,2.850351339,2,1,2,2
1804,15,1,2,14.18361408,0,14,2,1,2,1,0,1,0,0,2,2.599989683,2.370067422,3,1,3,2
1805,16,1,3,4.006796422,0,28,2,1,2,1,0,0,0,0,1,0.1275612321,0.1525907792,4,4,4,2
1806,18,0,2,4.220133834,2,5,0,0,0,0,0,0,0,0,1,2.035996274,2.123043127,3,2,3,2
1807,18,0,1,13.76585997,0,27,2,1,1,0,1,0,1,1,4,0.8003189834,0.9220132315,4,3,4,1
1808,15,1,2,4.394455002,1,16,2,0,2,1,0,0,0,1,1,1.542061327,1.428993238,4,2,4,2
1809,16,0,0,8.773433936,2,16,2,1,2,1,0,1,0,0,1,1.668048811,1.893440916,4,2,4,3
1810,15,0,4,15.64003651,2,13,2,1,2,1,0,0,0,0,4,2.189646845,1.939584666,4,2,4,2
1811,17,1,1,15.67905036,1,23,2,0,3,0,1,1,0,0,4,1.320805638,1.511276997,4,2,4,3
1812,17,0,2,9.065235451,2,24,2,0,1,1,0,0,1,0,4,0.8430956366,0.8256041744,4,3,4,3
1813,15,0,1,15.84379877,2,17,2,0,0,1,1,0,0,0,4,1.568532756,1.764354309,4,2,4,1
1814,18,1,2,16.77243592,1,24,2,0,2,0,1,0,0,0,1,1.430545758,1.2955949,4,3,4,3
1815,18,0,2,13.09551503,0,4,0,0,2,0,0,0,0,0,4,2.516203504,2.473717178,3,1,3,1
1816,15,0,2,4.568517046,0,28,2,0,2,0,0,0,1,0,1,0.01915546189,0.01979848502,4,4,4,3
1817,15,1,1,5.480235608,0,7,1,0,3,1,0,0,0,0,2,1.908324087,2.202958506,3,1,3,2
1818,17,0,1,6.296823108,0,6,1,0,3,0,1,0,0,0,1,3.509721202,3.040025436,1,0,1,1
1819,18,0,1,2.336082155,0,22,2,1,1,0,1,0,0,0,1,1.18243107,1.069079987,4,3,4,2
1820,15,1,2,5.463192407,0,3,0,1,4,0,1,0,0,0,3,4.186016132,3.941760022,0,0,0,3
1821,17,1,0,4.190384486,1,17,2,0,1,0,0,0,1,0,4,1.509507195,1.482595973,4,2,4,2
1822,18,1,2,9.106574996,2,4,0,0,3,1,0,1,0,0,1,2.44812548,3.042275369,1,0,1,1
1823,16,0,3,18.16875096,0,15,2,0,3,1,0,1,0,0,3,2.173322194,2.10396651,3,2,3,1
1824,17,1,3,2.089606335,2,13,2,0,3,1,0,0,0,0,3,1.493221747,1.787522329,4,2,4,1
1825,18,0,2,14.40535848,2,26,2,1,1,0,1,0,0,1,3,1.30767843,1.100381883,4,3,4,3
1826,18,1,2,13.74566009,0,26,2,0,2,1,0,0,0,0,4,0.9962199894,0.8545582886,4,3,4,1
1827,17,0,0,1.915083973,2,18,2,0,2,0,0,1,0,1,4,0.9679923206,1.199651388,4,3,4,1
1828,16,1,2,18.4514481,1,13,2,1,1,1,0,0,0,0,1,2.215790027,2.591940919,2,1,2,2
1829,17,1,3,11.36944404,1,8,1,1,0,0,0,0,0,1,4,2.32975362,2.282212745,3,1,3,1
1830,18,1,1,7.274510423,2,5,0,0,2,1,0,0,0,0,4,2.876590604,2.754877493,2,1,2,2
1831,15,1,2,15.13077167,0,16,2,0,2,0,0,1,0,0,2,1.933901626,1.921268647,4,2,4,1
1832,15,0,3,5.147309168,2,18,2,0,3,1,1,0,1,0,1,1.69765998,1.583556496,4,2,4,1
1833,17,1,3,13.87019674,0,11,1,0,1,1,0,0,1,0,2,1.538695819,1.723385686,4,2,4,2
1834,18,1,1,0.7942241514,2,3,0,1,3,1,1,0,0,0,4,2.953320686,2.876055005,2,1,2,1
1835,15,0,2,16.78816075,1,15,2,0,1,0,0,0,0,0,4,1.553080541,1.88899193,4,2,4,3
1836,18,1,1,8.96341694,1,24,2,0,3,0,1,1,0,0,3,1.173128425,1.369369967,4,3,4,1
1837,17,0,1,12.73385829,0,10,1,1,2,1,0,0,0,0,3,2.446211942,2.550546234,2,1,2,3
1838,15,1,3,4.424756396,2,21,2,1,2,0,1,1,1,1,4,2.131470346,1.943573341,4,2,4,2
